"Country","Manufacturer","Commercial_Name","Category","CO2_Emissions","Mass","Fuel_Type","Fuel_Mode","Engine_Capacity","Innovative_Technology","CO2_Reduction","Year"
"BE","TOYOTA MOTOR EUROPE","TOYOTA IQ","M1",99,920,"petrol","M",998,NA,NA,2010
"DE","FIAT GROUP","FIAT 500","M1",97,1095,"diesel","M",1248,"",NA,2013
"BE","VOLKSWAGEN","CADDY","M1",189,1464,"petrol","M",1595,NA,NA,2012
"DE","DAIMLER AG","GLA 200 CDI","M1",114,1535,"diesel","M",2143,"",NA,2014
"AT","TOYOTA","AURIS 2,2 D-4D 180 D-CAT","M1",154,1525,"diesel","M",2231,NA,NA,2011
"PL","AUTOMOBILES PEUGEOT","407","M1",150,1580,"diesel","M",1997,NA,NA,2011
"GB","HYUNDAI","I30 COMFORT ISG CRDI","M1",119,1409,"diesel","M",1582,NA,NA,2011
"IT","AUDI AG","Q5 HYBRID","M1",159,1985,"petrol-electric","M",1984,"",NA,2013
"AT","NISSAN","NISSAN QASHQAI","M1",139,1448,"petrol","M",1598,"",NA,2013
"PL","GM DAEWOO AUTO U TECH COMP","LACETTI","M1",165,1270,"petrol","M",1399,NA,NA,2010
"FI","RENAULT","MEGANE","M1",119,1359,"petrol","M",1197,"",NA,2013
"NL","VOLKSWAGEN","GOLF","M1",104,1412,"diesel","M",1598,"",NA,2013
"BE","RENAULT","CLIO","M1",119,1285,"diesel","M",1461,NA,NA,2011
"ES","RENAULT","MEGANE","M1",120,1334,"diesel","M",1461,NA,NA,2010
"DE","FIAT GROUP","FIAT SCUDO","M1",183,1990,"diesel","M",1997,"",NA,2014
"PL","DAIMLER AG","CITAN","M1",112,1395,"diesel","M",1461,"",NA,2014
"EE","CHRYSLER","GRAND CHEROKEE","M1G",218,2347,"diesel","M",2987,"",NA,2013
"AT","BMW AG","525D","M1",138,1820,"diesel","M",1995,"",NA,2013
"ES","VOLKSWAGEN","MULTIVAN","M1",198,2067,"","",1968,"",NA,2013
"GB","DAIMLER AG","C180 SPORT CGI BLUEFFI-CY","M1",150,1505,"petrol","M",1595,NA,NA,2012
"ES","AUTOMOBILES CITROEN","C5","M1",125,1694,"diesel","M",1560,"",NA,2014
"AT","AUTOMOBILES PEUGEOT","EXPDK L2H1 HDI120","M1",189,2053,"diesel","M",1997,NA,NA,2011
"AT","VOLKSWAGEN","UP!","M1",105,932,"petrol","M",999,"",NA,2014
"DE","BAYERISCHE MOTOREN WERKE AG","3er Reihe","M1",178,1720,"diesel","M",2993,NA,NA,2010
"GB","SUZUKI MOTOR CORPORATION","JIMNY SZ4","M1",162,1135,"petrol","M",1328,NA,NA,2011
"NL","PORSCHE","911 CARRERA S","M1",210,1560,"petrol","M",3800,NA,NA,2012
"BE","HONDA MOTOR CO","Accord Tourer","M1",146,1668,"diesel","M",2199,"",NA,2014
"PL","AUDI AG","A5","M1",137,1605,"diesel","M",1968,NA,NA,2010
"ES","OPEL","AGILA ","M1",129,1095,"petrol","M",1242,NA,NA,2011
"NL","AUDI AG","A5 CABRIOLET","M1",143,1695,"petrol","",1798,NA,NA,2012
"PL","VOLKSWAGEN","CADDY","M1",166,1577,"diesel","M",1968,"",NA,2013
"GR","KIA","ED ή cee""d","M1",137,1338,"petrol","M",NA,NA,NA,2010
"AT","OPEL","INSIGNIA LIMOUSINE HB","M1",114,1701,"diesel","M",1956,"",NA,2013
"BE","CHRYSLER","WRANGLER UNLIMITED","M1",194,2128,"diesel","M",2776,NA,NA,2011
"FR","RENAULT","LAGUNA","M1",109,1488,"diesel","M",1461,"",NA,2014
"GB","AUTOMOBILES CITROEN","DS3 DSPORT + THP S/S","M1",129,1215,"petrol","M",1600,"",NA,2014
"PL","BMW AG","320D","M1",140,1505,"diesel","M",1995,NA,NA,2011
"GB","DAIMLER AG","B180 SE EXECUTIVE AUTO","M1",125,1425,"petrol","M",1595,"",NA,2014
"CZ","FIAT GROUP AUTOMOBILES SPA","FIAT PUNTO","M1",134,1150,"petrol","M",1368,NA,NA,2011
"BE","BMW AG","335i","M1",205,1825,"petrol","M",2979,NA,NA,2011
"AT","VOLVO","S40","M1",114,1452,"diesel","M",1560,NA,NA,2010
"GR","FORD WERKE GMBH","S-MAX","M1",189,1676,"petrol","M",NA,NA,NA,2011
"DE","FIAT GROUP AUTOMOBILES SPA","ALFA MITO","M1",126,1245,"petrol","M",1368,NA,NA,2011
"SK","VOLKSWAGEN","PASSAT","M1",135,1590,"diesel","M",1968,"",NA,2014
"CZ","DAIMLER AG","SLK 350","M1",209,1505,"petrol","M",3498,NA,NA,2011
"MT","DACIA","DUSTER","M1",130,1280,"diesel","M",1461,"",NA,2014
"AT","RENAULT","MEGANE SCENIC","M1",135,1395,"petrol","M",1197,"",NA,2014
"BE","RENAULT","MODUS","M1",120,1255,"diesel","M",1461,NA,NA,2010
"FR","FORD-WERKE GMBH","C-MAX","M1",134,1488,"diesel","M",1997,NA,NA,2010
"GB","OPEL","INSIGNIA SRI NAV VX-LINE TURBO","M1",169,1701,"petrol","M",1598,NA,NA,2011
"PL","VOLKSWAGEN","CADDY","M1",156,1436,"diesel","M",1598,"",NA,2013
"PL","OPEL","INSIGNIA","M1",189,1701,"petrol","M",1998,NA,NA,2012
"BE","OPEL","ZAFIRA TOURER","M1",144,1613,"petrol","M",1364,"",NA,2014
"ES","FIAT GROUP","PANDA ","M1",125,1190,"diesel","M",1248,"",NA,2014
"HU","DAIMLER AG","R 350 CDI 4MATIC","M1",223,2250,"diesel","M",2987,NA,NA,2012
"HU","MAZDA","Mazda6","M1",127,1578,"diesel","M",2191,"",NA,2013
"IT","BMW AG","320I XDRIVE","M1",154,1650,"petrol","M",1997,"",NA,2014
"GR","BMW AG","116I","M1",134,1395,"petrol","M",1598,"",NA,2013
"PL","NISSAN","M","M1",235,1832,"petrol","M",3696,NA,NA,2012
"HU","RENAULT","THALIA ou SYMBOL","M1",136,979,"petrol","M",1149,NA,NA,2012
"EE","VOLKSWAGEN","GOLF VARIANT","M1",146,1394,"petrol","M",1390,NA,NA,2012
"HU","AUDI AG","A4 Limousine","M1",127,1590,"diesel","M",1968,"",NA,2013
"SK","BMW AG","320i","M1",240,1410,"petrol","M",1991,NA,NA,2011
"GB","NISSAN","QASHQAI + 2 N-TEC + 4X4 CVT","M1",187,1680,"petrol","M",1997,NA,NA,2012
"DE","AUDI AG","A6 AVANT","M1",136,1780,"diesel","M",2967,"",NA,2013
"NL","RENAULT","MEGANE","M1",110,1364,"diesel","M",1461,NA,NA,2012
"HU","VOLKSWAGEN","PASSAT","M1",158,1549,"diesel","M",1968,NA,NA,2010
"GB","AA-IVA","POLO SE 60","M1",128,1067,"petrol","M",1198,NA,NA,2012
"GB","DAIMLER AG","VIANO AMBIENTE 2.2 CDI BLUE-CY","M1",214,2389,"diesel","M",2143,NA,NA,2012
"GB","OPEL","ASTRA SE CDTI ECOFLEX S/S","M1",110,1571,"diesel","M",1686,"",NA,2013
"GB","BMW AG","320I SE","M1",154,1435,"petrol","M",1995,NA,NA,2011
"GB","SAAB AUTOMOBILE AB","9-3 X T XWD","M1",194,1710,"petrol","M",1998,NA,NA,2010
"SE","VOLKSWAGEN","TOURAN","M1",151,1630,"diesel","M",1968,NA,NA,2012
"NL","DAIMLER AG","B 180 CDI","M1",114,1475,"diesel","M",1796,"",NA,2013
"GB","AUDI AG","A4 S LINE BLACK EDT TDI QUAT A","M1",174,1765,"diesel","M",2967,NA,NA,2011
"FR","RENAULT","CLIO","M1",110,1310,"diesel","M",1461,"",NA,2013
"LU","HYUNDAI CZECH","I30","M1",134,1268,"petrol","M",1591,"",NA,2014
"GB","HONDA MOTOR CO","CR-V SE I-DTEC","M1",149,1727,"diesel","M",2199,"",NA,2013
"IT","LAMBORGHINI","GALLARDO","M1",315,1545,"petrol","M",5204,NA,NA,2010
"GB","DAIMLER AG","GLA200 AMG LINE CDI AUTO","M1",119,1535,"diesel","M",2143,"",NA,2014
"BE","TOYOTA","TOYOTA YARIS","M1",123,1100,"petrol","M",1329,NA,NA,2012
"FI","VOLKSWAGEN","PASSAT CC","M1",172,1505,"petrol","M",1798,NA,NA,2010
"HU","MAGYAR SUZUKI","SWIFT","M1",116,1065,"petrol","M",1242,"",NA,2013
"RO","AUDI AG","A1","M1",124,1175,"petrol","M",1390,NA,NA,2012
"FI","BMW AG","520I","M1",149,1685,"petrol","M",1997,"",NA,2013
"PL","SKODA","ROOMSTER","M1",136,1221,"petrol","M",1197,NA,NA,2010
"BE","NISSAN","Nissan NV200","M1",136,1550,"diesel","M",1461,"",NA,2014
"GB","OPEL","ASTRA EXCLUSIV CDTI ECOFLEX SS","M1",99,1571,"diesel","M",1686,"",NA,2013
"AT","RENAULT","MEGANE","M1",115,1359,"diesel","M",1461,NA,NA,2010
"HU","VOLKSWAGEN","Passat","M1",119,1532,"diesel","M",1968,NA,NA,2012
"BE","FIAT GROUP AUTOMOBILES SPA","FIAT 500","M1",104,1114,"diesel","M",1248,NA,NA,2010
"BE","OPEL","ASTRA SPORTS TOURER","M1",105,1613,"diesel","M",1686,NA,NA,2012
"GB","OPEL","CORSA EXCITE ECOFEX","M1",120,1145,"petrol","M",998,"",NA,2014
"HU","MAGYAR SUZUKI","SX4","M1",139,1240,"petrol","M",1490,"",NA,2013
"SK","DAIMLER AG","CLS 350 CDI","M1",160,1815,"diesel","M",2987,NA,NA,2012
"GR","SKODA","OCTAVIA","M1",158,1365,"petrol","M",NA,NA,NA,2011
"DE","BMW AG","X6XDRIVE4","M1G",173,2180,"diesel","M",2993,"",NA,2014
"FR","OPEL","ASTRA","M1",138,1503,"petrol","M",1362,"",NA,2013
"ES","OPEL","INSIGNIA ","M1",169,1918,"diesel","M",1956,NA,NA,2011
"DE","RENAULT","MEGANE","M1",109,1290,"diesel","M",1461,NA,NA,2011
"PL","DAIMLER AG","A 180","M1",129,1395,"petrol","M",1595,"",NA,2013
"DE","BMW AG","COOPERS","",129,1238,"petrol","M",1995,NA,NA,2012
"DE","TOYOTA","TOYOTAURBANCRUISER","M1",130,1350,"diesel","M",1364,NA,NA,2011
"SK","AA-IVA","ALFA GIULIETTA","M1",121,1380,"petrol","M",1368,NA,NA,2012
"FI","TOYOTA MOTOR EUROPE","TOYOTA AVENSIS","M1",142,1595,"diesel","M",1998,NA,NA,2010
"CZ","DAIMLER AG","A 180","M1",119,1395,"petrol","M",1595,"",NA,2014
"PL","SKODA","OCTAVIA","M1",124,1455,"diesel","M",1968,"",NA,2014
"DE","DAIMLER AG","C 250 BLUETEC","M1",113,1595,"diesel","M",2143,"",NA,2014
"HU","NISSAN","Nissan Qashqai","M1",144,1375,"petrol","M",1598,"",NA,2013
"PL","OPEL","CORSA","M1",141,1259,"diesel","M",1248,NA,NA,2011
"GB","VOLVO","XC60 SE LUX D4","M1",117,1854,"diesel","M",1984,"",NA,2014
"DE","KIA","SOUL","M1",155,1440,"diesel","M",1582,NA,NA,2010
"DE","OUT OF SCOPE","ESCAPESE","M1",250,1784,"petrol","M",1999,"",NA,2013
"SK","DACIA","LOGAN","M1",99,1266,"diesel","M",1461,"",NA,2014
"HU","HONDA MOTOR CO","ACCORD","M1",152,1628,"diesel","M",2199,NA,NA,2010
"IT","CHRYSLER","GRAND CHEROKEE","M1",198,2403,"diesel","M",2987,"",NA,2014
"DE","AUDI AG","AUDIA6","M1",172,1685,"petrol","M",2773,NA,NA,2011
"MT","AUTOMOBILES CITROEN","C5","M1",129,1581,"diesel","M",1997,"",NA,2014
"PT","VOLVO","S80","M1",129,1629,"diesel","M",2400,NA,NA,2011
"HU","TOYOTA","Toyota Yaris","M1",111,1055,"petrol","M",998,"",NA,2013
"PL","AUTOMOBILES PEUGEOT","3008","M1",152,1620,"diesel","M",1997,"",NA,2014
"GB","AUDI AG","A4 S LINE SP EDN TDI 143","M1",139,1600,"diesel","M",1968,NA,NA,2010
"GB","FIAT GROUP AUTOMOBILES SPA","GIULIETTA 1750 C-LEAF TBI","M1",177,1411,"petrol","M",1742,NA,NA,2010
"ES","SEAT","IBIZA","M1",109,1270,"diesel","M",1598,NA,NA,2011
"LU","FERRARI","CALIFORNIA","M1",270,1875,"petrol","M",4297,"",NA,2013
"DE","VOLKSWAGEN","CADDY","M1",149,1547,"diesel","M",1598,"",NA,2014
"GB","BMW AG","3ER REIHE","M1",118,1485,"diesel","M",1995,"",NA,2013
"PL","GM KOREA","SPARK","M1",119,939,"petrol","M",995,NA,NA,2011
"LU","FORD-WERKE GMBH","MONDEO","M1",154,1730,"diesel","M",1997,NA,NA,2010
"DE","OPEL","VIVARO","M1",190,2139,"diesel","M",1995,NA,NA,2012
"FR","AUTOMOBILES CITROEN","C5","M1",129,1769,"diesel","M",1997,"",NA,2013
"IT","BMW AG","118I","M1",137,1370,"petrol","M",1598,"",NA,2013
"DE","AUDI AG","AUDIA5","M1",174,1795,"diesel","M",2967,NA,NA,2011
"GB","DAIMLER AG","CITAN 109 CDI TRAVELINER","M1",119,1395,"diesel","M",1461,"",NA,2014
"DE","BMW AG","325D","M1",134,1615,"diesel","M",1995,"",NA,2014
"GB","DAIMLER AG","ML300 BLUE-CY SPORT CDI A","M1",246,2185,"diesel","M",2987,NA,NA,2010
"DK","DAIMLER AG","A 45 AMG 4MATIC","M1",161,1555,"petrol","M",1991,"",NA,2014
"BE","VOLKSWAGEN","GOLF","M1",109,1270,"petrol","M",1395,"",NA,2014
"AT","RENAULT","MEGANE","M1",169,1463,"petrol","M",1998,"",NA,2013
"HU","KIA","Rio","M1",114,1104,"petrol","M",1248,"",NA,2013
"DE","BMW AG","3ERREIHE","",169,1690,"petrol","M",2979,NA,NA,2012
"AT","VOLKSWAGEN","GOLF","M1",110,1316,"petrol","M",1395,"",NA,2014
"BG","NISSAN","QASHQAI","M1",144,1414,"petrol","M",1598,"",NA,2014
"GB","AUTOMOBILES PEUGEOT","308 ACTIVE HDI","M1",110,1370,"diesel","M",1560,"",NA,2013
"BE","OPEL","Zafira","M1",134,1613,"diesel","M",1686,"",NA,2013
"AT","SEAT","CORDOBA","M1",119,1219,"diesel","M",1422,NA,NA,2010
"ES","AUDI AG","A5 ","M1",133,1615," ","",2967,"",NA,2013
"IT","AUDI AG","AUDI A4","M1",145,1635,"diesel","M",1968,NA,NA,2011
"ES","VOLKSWAGEN","MULTIVAN","M1",216,2153,"diesel","M",1968,NA,NA,2012
"ES","TATA","SAFARI","M1",198,2175,"diesel","M",2179,NA,NA,2011
"GR","TOYOTA","TOYOTA AURIS","M1",109,1270,"diesel","M",1364,"",NA,2014
"FR","AUDI AG","A3","M1",114,1355,"diesel","M",1598,NA,NA,2012
"DE","BMW AG","5ERREIHE","M1",149,1890,"petrol","M",1997,"",NA,2013
"DE","CHRYSLER","300C","M1",332,2130,"petrol","M",5654,"",NA,2013
"DE","VOLKSWAGEN","POLO","M1",139,1070,"petrol","M",1390,NA,NA,2012
"SI","AUTOMOBILES CITROEN","C4 PICASSO / 1.6 / I","M1",159,1490,"petrol","M",1598,"",NA,2013
"FI","VOLVO","S60","M1",114,1618,"diesel","M",1560,NA,NA,2012
"HU","DAIMLER AG","C 200 CDI","M1",135,1590,"diesel","M",2143,"",NA,2013
"DE","BMW AG","120I","M1",135,1471,"petrol","M",1998,"",NA,2014
"DE","OPEL","ASTRASPORTSTOURER","M1",134,1664,"diesel","M",1956,NA,NA,2011
"PL","RENAULT","MEGANE","M1",159,1351,"petrol","M",1598,NA,NA,2011
"SK","DAIMLER AG","E 350 CDI","M1",162,1835,"diesel","M",2987,NA,NA,2011
"NL","SEAT","LEON SC","M1",106,1285,"diesel","M",1968,"",NA,2013
"DE","DAIMLER AG","E350BLUETEC","M1",157,1885,"diesel","M",2987,NA,NA,2012
"GB","DAIMLER AG","E63 AMG V8 BITURBO AUTO","M1",230,1840,"petrol","M",5461,NA,NA,2012
"SE","BMW AG","Z4 SDRIVE35I","M1",210,1600,"petrol","M",2979,"",NA,2013
"GB","VOLKSWAGEN","POLO MODA 60","M1",128,1067,"petrol","M",1198,NA,NA,2012
"MT","FORD WERKE GMBH","FIESTA","M1",120,1055,"petrol","M",1242,"",NA,2014
"GB","FIAT GROUP AUTOMOBILES SPA","PUNTO EVO ELEGANZA M-JET","M1",110,1235,"diesel","M",1248,NA,NA,2010
"SE","KIA","SL","M1",158,1380,"petrol","M",1591,NA,NA,2011
"HU","VOLKSWAGEN","TIGUAN","M1",162,1675,"diesel","M",1968,"",NA,2013
"GB","OPEL","INSIGNIA SRI 130 CDTI","M1",159,1730,"diesel","M",1956,NA,NA,2010
"GR","TOYOTA","TOYOTA YARIS","M1",123,1140,"petrol","M",NA,NA,NA,2012
"MT","DAIMLER AG","A200","M1",126,1465,"petrol","M",1595,"",NA,2014
"GB","SAAB AUTOMOBILE AB","9-3 VECTOR SPORT AN TID","M1",139,1580,"diesel","M",1910,NA,NA,2010
"DE","MERCEDES AMG","SLS AMG GT","M1",308,1695,"petrol","M",6208,"",NA,2014
"FI","FORD WERKE GMBH","GRAND C-MAX","M1",149,1634,"diesel","M",1997,"",NA,2014
"LU","SEAT","IBIZA","M1",109,1170,"diesel","M",1598,"",NA,2014
"GR","NISSAN","NISSAN MICRA","M1",125,1044,"petrol","M",NA,NA,NA,2011
"GR","FIAT GROUP","FIAT PUNTO ??? PUNTO ABARTH","M1",112,1180,"diesel","M",1248,"",NA,2014
"BE","BAYERISCHE MOTOREN WERKE AG","320D","M1",144,1520,"diesel","M",1995,NA,NA,2010
"GB","VOLKSWAGEN","TOURAN SE TDI S-A","M1",149,1629,"diesel","M",1968,NA,NA,2010
"CZ","VOLKSWAGEN","PASSAT CC","M1",146,1547,"diesel","M",1968,NA,NA,2010
"FR","AUTOMOBILES PEUGEOT","308","M1",118,1405,"diesel","M",1560,NA,NA,2012
"GB","OPEL","ASTRA SRI CDTI","M1",120,1613,"diesel","M",1686,NA,NA,2012
"SE","AA-IVA","","M1",302,2307,"petrol","M",3778,NA,NA,2010
"GB","SEAT","LEON FR TECHNOLOGY TDI","M1",109,1370,"diesel","M",1968,"",NA,2014
"DE","FORD WERKE GMBH","TOURNEO CUSTOM","M1",172,2160,"diesel","M",2198,"",NA,2014
"PL","SKODA","OCTAVIA","M1",166,1270,"lpg","B",1595,NA,NA,2012
"FI","DAIMLER AG","C 200 CDI","M1",145,1590,"diesel","M",2143,NA,NA,2010
"GB","FIAT GROUP AUTOMOBILES SPA","BRAVO DYNAMIC 120 M-JET","M1",125,1430,"diesel","M",1598,NA,NA,2010
"FR","VOLKSWAGEN","GOLF","M1",173,1414,"petrol","M",1984,NA,NA,2011
"AT","RENAULT","KANGOO","M1",119,1505,"diesel","M",1461,"",NA,2014
"ES","AUTOMOBILES PEUGEOT","207","M1",110,1294,"","",1398,"",NA,2013
"PT","OPEL","ASTRA SPORTS TOURER","M1",109,1571,"diesel","M",1248,"",NA,2014
"DK","BMW AG","5er Reihe","M1",129,1695,"diesel","M",1995,NA,NA,2011
"GB","DAIMLER AG","C200 SPORT PREMIUM AUTO","M1",130,1505,"petrol","M",1991,"",NA,2014
"CY","AUTOMOBILES PEUGEOT","308","M1",177,1561,"petrol","M",NA,NA,NA,2010
"LT","KIA","RIO","M1",114,1141,"petrol","M",NA,NA,NA,2011
"HU","MAGYAR SUZUKI","SX4, SUZUKI SX4","M1",130,1245,"petrol","M",1586,"",NA,2013
"GB","NISSAN INTERNATIONAL SA","370Z BLACK EDITION V6","M1",248,1571,"petrol","M",3696,NA,NA,2010
"IT","DAIMLER AG","C 220 CDI","M1",153,1610,"diesel","M",2143,NA,NA,2011
"SI","AUTOMOBILES CITROEN","C4 PICASSO / 1.6 / HDI","M1",105,1393,"diesel","M",1560,"",NA,2014
"LT","VOLKSWAGEN","GOLF","M1",123,1247,"petrol","M",1395,"",NA,2014
"DE","BMW AG","4ERREIHE","M1",185,1624,"petrol","M",2979,"",NA,2014
"BE","DAIMLER AG","S 63 AMG 4MATIC","M1",242,2070,"petrol","M",5461,"",NA,2014
"ES","BMW GMBH","535I","M1",216,2070,"petrol","M",2979,NA,NA,2011
"DE","JAGUAR LAND ROVER LIMITED","RANGE ROVER","M1G",299,2565,"petrol","M",4999,"",NA,2014
"GB","FIAT GROUP AUTOMOBILES SPA","ALFA GIULIETTA","M1",134,1365,"petrol","M",1368,NA,NA,2012
"AT","RENAULT","TRAFIC","M1",175,2147,"diesel","M",1995,"",NA,2013
"SK","LAND ROVER","Freelander 2","M1",194,1958,"diesel","M",2179,NA,NA,2011
"GR","FIAT GROUP","ALFA GIULIETTA","M1",104,1385,"diesel","M",1598,"",NA,2013
"AT","BAYERISCHE MOTOREN WERKE AG","135I CABRIO E88 N54","M1",225,1685,"petrol","M",2979,NA,NA,2010
"DE","HYUNDAI","VENGA","M1",119,1356,"diesel","M",1582,NA,NA,2011
"NL","AUDI AG","A7 SPORTBACK","M1",152,1860,"diesel","M",2967,"",NA,2014
"PL","VOLVO","S60","M1",154,1705,"diesel","M",1984,NA,NA,2010
"GB","SKODA","OCTAVIA SE TDI CR 4X4","M1",119,1435,"diesel","M",1598,"",NA,2014
"CZ","AUTOMOBILES PEUGEOT","5008","M1",138,1721,"diesel","M",1997,"",NA,2014
"FR","DAIMLER AG","CLASSE E","M1",150,1805,"diesel","M",2987,"",NA,2014
"HU","DACIA","DUSTER","M1",160,1315,"e85","F",1598,NA,NA,2012
"GB","OPEL","ASTRA GTC SPORT TURBO AUTO","M1",154,1471,"petrol","M",1364,"",NA,2014
"BG","OPEL","ASTRA STATION WAGON","M1",135,1471,"diesel","M",1686,NA,NA,2011
"BE","AUTOMOBILES PEUGEOT","207","M1",113,1328,"diesel","M",1560,NA,NA,2010
"LV","FORD WERKE GMBH","FOCUS","M1",139,1361,"petrol","M",1596,NA,NA,2012
"FI","VOLKSWAGEN","GOLF","M1",39,1599,"petrol-electric","M",1395,"",NA,2014
"DE","DAIMLER AG","C 220 BLUETEC","M1",110,1570,"diesel","M",2143,"",NA,2014
"SK","RENAULT","KOLEOS","M1",186,1855,"diesel","M",1995,NA,NA,2012
"PL","DAIMLER AG","VITO","M1",195,2230,"diesel","M",2143,NA,NA,2010
"PT","OPEL","CORSA","M1",129,1163,"petrol","M",1229,NA,NA,2012
"PL","AUDI AG","Q5","M1",218,1880,"petrol","M",3197,NA,NA,2010
"BE","VOLKSWAGEN","CADDY","M1",166,1630,"diesel","M",1968,"",NA,2013
"ES","VOLKSWAGEN","JETTA","M1",109,1350,"diesel","M",1598,NA,NA,2011
"GB","RENAULT","MEGANE SCENIC","M1",115,1609,"diesel","M",1598,NA,NA,2011
"FI","VOLKSWAGEN","TOURAN","M1",125,1710,"ng-biomethane","M",1390,"",NA,2013
"PL","TOYOTA","YARIS","M1",79,1160,"petrol-electric","M",1497,"",NA,2014
"LT","MAZDA","MAZDA 6","M1",159,1475,"petrol","M",NA,NA,NA,2012
"DE","VOLKSWAGEN","GOLF","M1",132,1347,"petrol","M",1197,NA,NA,2010
"FR","CATERHAM","SEVEN CSR","M1",185,725,"petrol","M",1999,NA,NA,2011
"HU","VOLKSWAGEN","GOLF PLUS","M1",134,1281,"petrol","M",1197,NA,NA,2010
"CZ","SUZUKI MOTOR CORPORATION","GRAND VITARA 2.0","M1",199,1608,"petrol","M",1995,NA,NA,2010
"FR","AUTOMOBILES CITROEN","JUMPY","M1",183,2028,"diesel","M",1997,NA,NA,2011
"GB","FORD-WERKE GMBH","MONDEO TITANIUM X SPORT A","M1",179,1745,"petrol","M",1976,NA,NA,2010
"GB","BMW AG","116I URBAN","M1",132,1360,"petrol","M",1598,NA,NA,2012
"LU","OPEL","VIVARO","M1",203,1976,"diesel","M",1995,NA,NA,2011
"DE","OPEL","CASCADA","M1",153,1701,"petrol","M",1364,"",NA,2014
"GB","BMW AG","116D","M1",119,1415,"diesel","M",1995,"",NA,2013
"LT","GM Korea Company","CHEVROLET CRUZE","M1",141,1593,"diesel","M",NA,NA,NA,2012
"DE","VOLKSWAGEN","CADDY","M1",149,1514,"diesel","M",1598,NA,NA,2012
"DE","OPEL","ASTRA GTC","M1",156,1503,"petrol","M",1598,"",NA,2014
"FI","VOLKSWAGEN","PASSAT","M1",135,1609,"diesel","M",1968,"",NA,2013
"AT","OPEL","ZAFIRA TOURER","M1",134,1816,"diesel","M",1956,"",NA,2013
"BE","CHRYSLER GROUP LLC","AVENGER","M1",170,1710,"diesel","M",1968,NA,NA,2010
"GB","FORD WERKE GMBH","GALAXY TITANIUM X TDCI","M1",139,1815,"diesel","M",1560,NA,NA,2012
"HU","NISSAN INTERNATIONAL SA","370Z","M1",248,1600,"petrol","M",3696,NA,NA,2010
"BE","AUTOMOBILES PEUGEOT","207","M1",119,1339,"diesel","M",1560,NA,NA,2010
"FR","BMW AG","520D","M1",124,1695,"diesel","M",1995,"",NA,2014
"GB","DAIMLER AG","GLA200 AMG LINE PREMIUM + CDI","M1",119,1505,"diesel","M",2143,"",NA,2014
"IT","SKODA","FABIA","M1",89,1203,"diesel","M",1199,"",NA,2013
"FI","OPEL","INSIGNIA SPORTS TOURER SW","M1",154,1733,"diesel","M",1956,"",NA,2014
"DK","VOLKSWAGEN","PASSAT","M1",116,1543,"diesel","M",1598,NA,NA,2012
"GB","BMW AG","120D","M1",119,1415,"diesel","M",1995,"",NA,2013
"BE","OPEL","ZAFIRA TOURER","M1",158,1664,"petrol","M",1362,NA,NA,2012
"ES","PORSCHE","911","M1",195,1565,"petrol","M",3436,"",NA,2014
"BE","BMW AG","X5 xDrive30d","M1",195,2150,"diesel","M",2993,NA,NA,2012
"GB","AUDI AG","A3 S LINE SP EDN TFSI S-A","M1",149,1370,"petrol","M",1798,NA,NA,2011
"AT","RENAULT","MEGANE","M1",145,1360,"petrol","M",1397,NA,NA,2011
"DE","VOLKSWAGEN","GOLF SPORTSVAN","M1",125,1492,"diesel","M",1968,"",NA,2014
"PT","JAGUAR","XF S 3.0 V6D","M1",169,1949,"diesel","M",2993,NA,NA,2012
"SE","AUDI AG","AUDI A6","M1",152,1710,"diesel","M",1968,NA,NA,2010
"PL","FORD WERKE GMBH","FIESTA","M1",130,1054,"petrol","M",1388,"",NA,2014
"DE","FORD WERKE GMBH","MONDEO","M1",176,1554,"petrol","M",1999,"",NA,2014
"NL","VOLKSWAGEN","SCIROCCO","M1",154,1346,"petrol","",1390,NA,NA,2010
"ES","VOLKSWAGEN","GOLF","M1",109,1436,"diesel","M",1598,"",NA,2014
"DE","VOLKSWAGEN","PASSAT","M1",142,1508,"petrol","M",1390,"",NA,2013
"GB","VOLKSWAGEN","TIGUAN S TDI BLUEM-ON TECH 110","M1",138,1543,"diesel","M",1968,"",NA,2014
"DK","RENAULT","TWINGO","M1",105,939,"petrol","M",1149,"",NA,2013
"GR","TOYOTA","TOYOTA YARIS","M1",104,1180,"diesel","M",1364,"",NA,2014
"IT","OPEL","ASTRA SPORT TOURER","M1",133,1613,"diesel","M",1956,"",NA,2014
"CZ","VOLKSWAGEN","TRANSPORTER","M1",184,1976,"diesel","M",1968,"",NA,2013
"CZ","BMW AG","318D","M1",123,1555,"diesel","M",1995,"",NA,2013
"HU","AUDI AG","Q5","M1G",159,1895,"diesel","M",1968,"",NA,2013
"GB","NISSAN INTERNATIONAL SA","QASHQAI ACENTA","M1",155,1406,"petrol","M",1598,NA,NA,2010
"IT","OPEL","ZAFIRA TOURER","M1",139,1733,"lpg","B",1364,"",NA,2014
"GR","RENAULT","CLIO","M1",137,1175,"petrol","M",1149,NA,NA,2011
"DE","DAIMLER AG","E3504MATIC","M1",184,1995,"petrol","M",3498,"",NA,2014
"PL","VOLKSWAGEN","TOURAN","M1",135,1539,"diesel","M",1598,NA,NA,2012
"DE","AUTOMOBILES CITROEN","BERLINGO","M1",139,1624,"diesel","M",1560,NA,NA,2011
